,Tweets
241,"@elisaperego78 @loscharlos @Wright1983Jon @MayoClinic I’m in a Republican area that never took it seriously.  I’m watching the people I know, disregard possible long Covid symptoms as from long Covid at all, just aging."
242,@6abc Sounds like Covid after effects. Hope you heal entirely.
243,tweeting that knowing that if i end up with covid i can just quote it and say it didn’t age well and laugh about it
244,@charles_gaba @ChuckWendig Disturbing in so many thought-provoking ways. I don’t know if I could have read this a year or two ago when we were entrenched in Covid.
245,DBM releases ₱1 billion Covid-19 benefits for health workers https://t.co/zNZitdqhhf
246,"The excesses of the COVID reaction have made me allergic to a lot of mandatory restrictions ""for your own good"". The bar for requiring something needs to be a hell of a lot higher than the bar for recommending it, even if overall refusal to apply it might lead to deaths."
247,The White House Posts BLATANT Disinformation About Biden And COVID-19 https://t.co/qLVAEY9fdc
248,This COVID shit is far from over. 😷 On
249,North Korea confirms its first COVID-19 case https://t.co/Ti85VjWMB1
250,"@techAU Covid Safe App, Census, MyGov in general, Centrelink Apps. I think our government agencies/AEC are not up for the job. The results would be too easily questioned."
251,"... and we heavily regulate cars as a result of the deaths related to their use.

People keep making the comparison to traffic deaths, ostensibly to say COVID regulations are Orwellian, when they willingly accept traffic regulations. https://t.co/SGGV2JRxTb"
252,"EU looks at ramping up Covid-19 vaccinations of kids, developing antivirals – FreJobsAlert https://t.co/n3QLeUU3e7"
253,"@catladyactivist Because of them, I can't even go to the gym, so my heart failure is progressing. Their behavior is literally killing me, but they're lamenting possible disruptions to their summer vacay plans from COVID sick outages. They don't care about anyone else, I can't care about them. 2/2"
254,"@JohnPaolozzi @DrEliDavid Oh you found a way to prevent Covid? 🤣 You should give Pfizer a call, they seem to have problems with this! 🤣 Oh and if the rate is 1/330, it's even lower than 0.01%. ;) Stop the paranoia, coronaviruses are known to give colds since 1967."
255,"@LWH73724948 @Cawthorn12James The problem with him and many other doctors that make them lose credibility immediately, is they never come right out and say there is no Covid. A virus called Covid has never ever been properly isolated. Look it up for yourselves."
256,@juliannvanliew1 Please research actual real data. Consider it a blessing kids not coming in contact with Covid vaccinated. The jabs and boosters are what is actually spreading the virus. Infants are not at risk otherwise. Masks don’t prevent viral transmission.
257,"N.Korea reports eight more dead, medicine supply issues amid Covid outbreak | Malay Mail https://t.co/qTwDu8AJuB"
258,"""The real number of cases is likely at least 500K per day, far greater than any of US prior waves except Omicron. The bunk that cases are not important is preposterous. They beget Long Covid, they beget sickness, hospitalizations &amp; deaths.."" Thx @erictopol https://t.co/M0zkk14rZc"
259,@ElliottPWilliam @richardmarx No we just avoid your “Alternative Facts.” Like “The Election was Stolen!” Or “Ivermectin Cures Covid” which most of us call “Reality” as opposed to the “Alt-Right Reality” you are spewing.
260,"Burned one of my rapid tests, and it came up negative, so likely not COVID. But I might be fighting something else the way I’ve spent the day in and out sleep."
261,"EU looks at ramping up Covid-19 vaccinations of kids, developing antivirals – YandexPK https://t.co/lENb3MzYLr"
262,"@GOPChairwoman Trump knew Covid was airborne &amp; 5x more danger than the flu in January 2020. Lied about it, blamed the Dems then began the biggest anti-mask/anti-science movement that killed hundreds of thousands. No remorse."
263,"I applaud @hoskingonzb calling out the @nzlabour spin machine and media saturating the New Zealand people with the state-funded narrative over COVID-19 mandates.

With respect, you were a part of that machine for quite a while though, morning after morning for months."
264,N Korean leader sends in military to help tackle COVID outbreak | Coronavirus pandemic News https://t.co/oItERw9fbC
265,"@onlyadamscott 59 yo.  No v@@x, no m@@sk.  Handled covid easy, it was like a cold.  Live my life freely.  Exercise and eat right.

The v@@xxed get covid more often than unv@@xxed.  The v@@x probably makes you sicker. https://t.co/RYM2yHHSHf"
266,@aschiff @RCarlyleAuthor I am pretty optimistic about treatments for systemic long covid in a 5 year time frame.
267,"#Connecticut, please do not panic.

As has always been the case @GovNedLamont &amp; @CTDPH do not add proper context to these numbers.

Everyone I know worried about COVID-19 in CT is taking frequent #COVID19 home tests. They don't get a PCR done unless the home test is positive. https://t.co/fe5rCoJa9E https://t.co/uWfgawz2iZ"
268,"@HazeyDaisey17 I HATE THAT!  
Even though the price of crack has gone down with covid and all!"
269,"Medical debt declined during the pandemic, but that’s partly because many Americans delayed health care due to COVID-19 https://t.co/fhmumBZxG1"
270,Steve Kerr beats Covid and will be in Conference Finals with Warriors https://t.co/P2QVRyXhKe ⚽️⚽️  📲 Bet now via ⟶ https://t.co/0I4IIflkwI √ https://t.co/0YzBKZrlQt
271,"@DoctorLunge @BerryTartlet @6kidkluever The covid-19 + were a distinct group. Are you reading challenged, it was controlled."
272,"@rpetey116 Not one of those adverse events or deaths, out of the 126M doses shipped &amp; 80M to 100M given, has been determined to be vaccine related.

We know the leading cause of death in that report wasn't vaccine related. It was COVID. https://t.co/NlPc4Mp4VU"
273,@YuriyATL What u mean covid panic like it still isn't a thing that's killing millions of ppl. What u on bro?
274,"@thespecialbka The death figures are BS and that goes for NSW as well.
It’s like Covid has a break over the weekends, ffs people wake up this thing isn’t over!"
275,"@nikki_miumiu Third time he got ""covid"" since last year... high IQ. Low common sense and critical thinking"
276,"@ChiariTracy @OldHeadFighta @NIMHgov Anyway I am a light drinker cider,Citrus Bavarian Radlers like Steigel yum 😋 and understand the need for safe supply as we have lost more people in BC to overdose deaths than Covid and can’t tell you how many were young 14yr old teens taking a Xanax at a party that was fake💔🥲"
277,"@dankathena @PHavens450 @ooooblahhhh @BNONews No way. I don’t know what planet you live on, but our government is one of the least restrictive in the developed world. They were one of the least involved in COVID restrictions, and are definitely the most permissive on guns!"
278,"""AMA warns masks may need to come back if daily COVID case numbers hit 25,000 this week""

https://t.co/aqQ1IHi7BE https://t.co/qvCaF4IJyp"
279,"Neither of these parties deserve name of being a British Govt. The only fight Labour put up in last 15 years was on behalf of the Globalist EU. Did they fight like that against Covid, Planned food shortages? No of course they did not. They are not working for us but them https://t.co/p8Ppu22N5t"
280,@AbandonedRaider @NjPier @JoeBiden Trump lied to America about how serious covid-19 would be. So many people became sick and stayed home from work driving gasoline down to $2 a gallon. This virtually collapsed the oil industry. Blame Trump! 1 million dead!
281,"Unless the facilities staff are on point, please always sanitize the nursing station before use. I'm hoping due to covid it's better."
282,@ryanbeed @ptcjoneses @OXHarryH1 @Dalmane15 @JohnRee58027351 @DrAcula987 @XRadarP The COVID drugs only attempt to immunize against a small portion of the virus genome... just the spike protein. It's incomplete at best and certainly not long lasting.
283,@DanielAndrewsMP Maybe you can spend some more money on covid commercials.
284,"@msg_all_flavour here. Unfortunately, we've had to postpone the 6th of May post due to Covid. There will be a new post on the 13th and then some updates for the blog not long after that. Link in bio. #Blogs #gaming #movies #streaming"
285,"me 🤝 mingyu 
successfully avoiding covid so far"
286,"@2wheelsnot4 @waitrose Unfortunately all supermarkets have dropped there covid safety nets, classed as normal sickness and if your well enough return to work they expect you back, also if you’ve been off over your allowed percentage an investigation and warnings can also apply now."
287,Mexico’s Hottest Resort Towns Struggle With Covid Travel Boom - Bloomberg Businessweek https://t.co/iTdyaETxR4
288,@Taebucks34 covid ring + went against “chris paul” in the finals. that ring DOES NOT count
289,Man if only Covid took @GovRonDeSantis dude is the stupidest person in America
290,"@rachel_loeb @annamv10 Try Artemisinin to detox covid vaccine side effects.
https://t.co/2bWVa5hvvM"
291,@__140503 What? You got covid?
292,@True_Canuck1 I agree. Trump lost to Covid.
293,@GOP And your Louis the Red Deer was vacationing at Mar-a-Lago during the COVID-19 outbreak in China before it reached the USA. When his experts tried to warn him of COVID-19 he was golfing at one of his Country Clubs
294,"@BenK78457034 @EricTopol Looks like Didn't Read the Article Guy has logged on! If you got the original COVID (called ""ancestral"" by epidemiologists, including in this article you didn't read), that previous immunity does not confer much protection against the recent variants."
295,Anyone want to E-Dinner rn I'm alone bc of covid😭
296,"My latest for @ConversationEDU   (1/2)

Australia risks relying on Pfizer and Moderna for its COVID vaccines. 3 ways to break free https://t.co/ExdqwMGYYv via @ConversationEDU"
297,@uchi_matcha I had the opportunity to do something like this in Guatemala in early 2020 but then covid happened
298,"Bill Gates must have a Chrystal ball or he’s a time traveler because he always seem to be invested in crisis’s .. 
He heavily invested in vaccines and then booooom Covid appeared…
He heavily invested in laboratory created baby milk then boooom America has a baby milk crisis…"
299,😂😂😂😂😂😂 That's how things are today. You gave up your right over Covid. Now no one respect them. https://t.co/4j0HwbDagY
300,"""It means our ability to assist with post-Covid recovery – and moreover, the long-term economic development of Northern Ireland – is restricted."""
301,13 New Airlines That Launched During COVID-19 https://t.co/b62Ugmrwmj
302,@pulte My grandmother passed away two years ago July 7th. Nobody was with her when she passed due to COVID restrictions but you better believe we celebrate her birthday every year since because she is part of me and my children!
303,For those who haven't seen this thread- it's well worth going through this to understand why interventions short of serious lockdowns have very limited effect on total Covid cases. https://t.co/RPeUGSWrec
304,Tested positive to COVID-19 even though I had my third dose of Pfizer!
305,@thehill @Acosta This is breaking news? Trump is not going to be president again. He is irrelevant unless you watch CNN. Not one investigation has been done into the origins of COVID or Faucis involvement in the Wuhan lab. He may want to retire before they find out.
306,@ThinkerOfStock @StephenKessen @Grim_beauty Biden doesn't have the authority.  He already tried it with covid.  Are states giving up their rights?
307,@MouseyPfingst Exactly!!!! And I got covid 6 months later. There’s the booster 🤔
308,"@TPostMillennial He says the early response to Covid wasn’t “optimal” but wasn’t he given full authority and the one who called for lockdowns, etc?"
309,@auntyrick 🤣🤣🤣🤣🤣 does he not realize that Covid has sPiKe pRoTeInS?
310,@WayneBroussard8 Thanks. Was curious how much of the people on this list of those who visited Ukraine matched those who've recently come down with Covid.
311,@PoliBard @VicGovDH My guess is more than the 5 lives reported dying from covid
312,Daily Confirmed Covid Cases per 1K Population by County For IN   2022-05-13:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth https://t.co/oFfFW8EWYq
313,"@dandolfa On the second point, evidence out there suggests that  COVID-related transfers did not necessarily go bottom quintiles of the income distribution."
314,"@DaleRominger Our lives parallel until you said Covid. 

Wife and I just got over it. 

But it's pouring outside."
315,"@GBNEWS Sunak’s family are virtually trillionaires. Cost of living means f@ck all to him. Bizarre situation. Happy giving public money during covid, but not the richest taxes - people so naive 🤷🏻‍♂️😡"
316,Mission complete…so many paperwork and Covid forms required to just fly to JPN…. Finally I’m ready to take off✈️ https://t.co/eEk7Q9nZQz
317,@0uvixivu0 Honestly you'd barely even recognize it since it's only a quarter up. I used to do it for all my recorded classes during covid
318,"""For there even to be a question about the fast availability of medicines or medical testing in Northern Ireland (between two constituent parts of the same National Health Service) is incompatible with the post-Covid era."
319,"@JayCoalson Not one of those adverse events or deaths out of the 126M doses shipped has been determined to be vaccine related.

We know the leading cause of death in that report wasn't vaccine related. It was COVID. https://t.co/NlPc4Mp4VU"
320,"@westaustralian I had covid, it sucked but wasnt worse than the flu. The % chance of death is incredibly low and most r vaccinated, so therefore why would any rational person still be overly concerned. A healthy mind doesnt fret and worry about something theyve taken reasonable steps against."
321,Hong Kong Is Tracing Covid In Sewage. Here’s Why https://t.co/PW67aITCgv
322,"@tonsoffun I'm developing the feeling that none of this is an error on govt's behalf
This way they can push Covid into the background by normalising infections/reinfections/deaths and then govt can walk away from any responsibility to take any initiative in the health realm."
323,BREAKING: Over $163 billion in COVID-19 pandemic unemployment benefits has been lost by the US government.
324,"@ShamezLadhani @sfedelelondon @MarvinH2_G2 @chris_salt @adamhfinn ""Pushing the pandemic further down the line""?

Kids are already having covid-19 every few months. At least with a booster their risk for severe disease and death is reduced!

It is fairly obvious by now that herd immunity via infection is impossible, apparently not to you? Why?"
325,Seems their incompetence created this covid pandemic world wide.  They’ve yet to admit it was their fault. https://t.co/7wVhCKMW7E
326,got covid 🥲🥲
327,@BretWeinstein @Ethan242424 You were hawking ivermectin as effectively a miracle cure for Covid and then just stopped without addressing the massive amount of evidence that you were wrong.
328,SHANGHAI FINDS NO NEW COVID CASES OUTSIDE QUARANTINE
329,"So, guess Ukraine's days as The Current Thing are done. We're back onto ""Mass Shootings"" for the elections like always. Man, even abortion didn't get the weary NPC fired up enough. My bet if they ride this one for awhile and then back to covid right before the elections."
330,Got a sore throat and lost my voice. Nothing else. Is this some kinda COVID cousin?
331,"In the last week, 3 of my students have tested positive for Covid. With new variants and NYC numbers on the rise, please be careful out there and continue to wear your mask around people. You never know who you may be helping to keep safe. Signed, Your high risk friend"
332,@ImohUmoren Covid impact - budget and logistics.
333,"@atrupar And now you know. Be nice if someone did some real investigative reporting on him, he's up for re-election. His handling of covid was stellar. Ask him if he ever managed to sell the hydroxycholiquine(sp) he bought? His business before he became governor. Banned in one state."
334,"@RailMinIndia no ac in udaya exp at Vizag station.
Urgent action.
Covid
AC coach
No ventilation

What services are these???"
335,North Korea implements nationwide COVID lockdown https://t.co/4wtch1ZOy6 via @YouTube
336,@CentristMadness @mattyglesias Why do 5M+ Democrat protestors not spread Covid-19?
337,"After catching a 2nd felony and getting kicked out of Drug Court, my case got sent to Circuit Court, where Judge Acquilina gave me a chance instead of sending me to prison. That’s when real change started; I stayed sober a while until Covid shut down my counseling, meetings etc.."
338,@JamesFox917 Any update on Giolito? Is there a chance he still starts tomorrow if he passes the covid tests?
339,Free PMC: Trends of blood pressure control in the U.S. during the COVID-19 pandemic. https://t.co/yEZXseUUQl https://t.co/lSSrVgH5Yz
340,"Y’all, I took a Covid-19 at home test today and it popped up as positive really quick. 

Should I take another test to confirm before letting my work know?"
341,@backtolife_2022 Why does @CNN &amp; @andersoncooper continue to allow Bill Gates to give his advice or recommendations on Covid.  What makes him the expert 🤔🤑
342,@AlanBixter Just find it interesting that all of a sudden (the last 2 years) the public needs to know how to look after their symptoms of covid/flu or colds. All of your recommendations are already in my medicine cupboard and funnily enough I know how and when to use them
343,"Reminder that once u get Covid that’s your comorbidity. 🥳🤪 Below reminder of other horrible illness getting covid opens doors to. 
From nov 2021. 6 mo ago. https://t.co/J1pvrmeukj"
344,@Mai_Li_Thai Not sure about Putin nor Russian politics. But I know for a fact that Xi amassed a lot of enemies in the last few years. He used to have high approval from citizens so he managed to dodge the bullet… now no one’s happy with the whole covid situation &amp; China is back to 30y ago
345,"one of my favs here!!! tl is nothing without your existence. love your whole account and u ofc 🤭, i hope u already recovered from covid!!! 
BARK BARK WOOF SNARL  RUFF WOOF WOOF BARK GGRRR GROWL SNARL BARK BARK BARK GRREEAAAA RR RUGH RUFF HRRR WOOf BARK BARK WOOF SNARL GRWOEL  l"
346,"Covid is still in these streets! Stay away from me if you sick, and don't go to work at that."
347,"@JeffBezos How do you explain the record inflation in the rest of the world? Isn’t it more due to lax central bank policies and true supply demand misalignment due to COVID and rapid reopening? 

I do think that the stimulus should at least have been better directed towards the affected."
348,@AngeliPV This moves was used to be hates by many Filipino now it’s a NEW NORMAL. The MORAL and CONSCIENCE has diminishing in the FAST rates as Covid.
349,"Don't let Covid-19 bring you down! Instead, make a garden."
350,@RonnyJacksonTX There are a million people that are missing their lives because he mishandled the Covid 19 pandemic Otherwise I miss nothing about him
351,@JustinTrudeau @TheJUNOAwards @SimuLiu Unfortunately the unvaccinated will not be allowed to travel to the ceremony because you illegally discriminate against them. Will u be doing more virtue signalling mask wearing covid theatre?Ur hypocrisy knows no bounds. I hope the artistic community calls u out and humiliates u
352,@KezzaBert @NewshubNZ There was reports of higher instances of myocarditis from people catching covid from the beginning. 20 times the rate of vaccination
353,"@TedrickKerry @TheRealLisa_76 Right?  Mother's Day a 92 year old that I work for was taken out for lunch with her whole family present.  She has 7 kids, plus grand kids and great grans. Some unvaccinated and have had COVID twice before Omicron."
354,@AudacityofGoats It’s lovely there. We are finally going back this August to the UK  to visit wife’s family in Wales and Bath (and a side trip to Snowdonia). First time over there since the Covid pandemic started.
355,"Which ""Canadians"" have more savings and less debt than before the pandemic?
I'm curious as to how this happens when millions took COVID benefits, were out of work, fired, or had income cut. 
Not to mention the businesses that went bankrupt. 
🤔

https://t.co/QdNwHVAbPA"
356,North Korea's Kim Jong Un orders military to 'stabilise' drug supply amid COVID-19 outbreak https://t.co/gVTFdwni22
357,I wonder how BTS has boosted SK economy. Apart from their direct sales&amp;family shops. How many people have gained interest in SK culture/country because of BTS? Have travel/visas trended upward? Through covid? How many doors have been opened by their RECORD SETTING achievements?
358,@elonmusk $enzc cure for covid 19 and hiv take a look at it mr musk
359,"On top of everything else, I also read that Republicans' refusal to fund vaccines is forcing the Biden Administration to ration them. Republicans would love to cause a huge spike in COVID cases just before we vote."
360,"What's up,covid! Watching Ethan's lecture recording is a much needed habit of staying sane in order to get through level 4 lockdown, Mum once told me a story:  Rene, who is a  doctor, he  day drank, and he  made a lot of egg tart"
361,"@DrLeanaWenDV @sdbaral How is wearing a mask worse than dying? Children are dying and ending up in wheelchairs from long covid. #SARScoV2 causes organ damage, everyone has forgotten that prevention is better than cure. https://t.co/3JH7w8tJUq"
362,@CHO_WAHealth I’ve taken screenshots of this tweet in case with hindsight’s benefit the @CHO_WAHealth  removes it (once kids in WA start getting fulminant hepatitis after Covid)
363,"@usual_suspect89 @PeterHotez @EricTopol 2/3  Recommended actions for green Community Level.
Stay up to date with COVID-19 vaccines. Get tested if you have symptoms. Wear a mask if you have symptoms, a positive test, or exposure to someone with COVID-19. Wear a mask on public transportation.  ( continued)"
364,@berbzz_ @lionheart1759 The boarder as been closed since covid 19
365,The latest COVID-19 case numbers around the states and territories https://t.co/PXfv9UYpiI
366,I was told that COVID will kill all of us if we didn’t mask constantly. Certain medical professionals should have their licenses revoked https://t.co/JADMrUI4Gf
367,"@TheSwedishIvy 😭😭 noooooo. How stressful. My dad (his credentials are paramedic, nurse, physician’s assistant) says that usually about 3 days after exposure if you caught covid you will start having symptoms/test positive for it. Hope that’s helpful 🥺🥺"
368,@lolhypebeasts @onlythefactssir @JaketheSweeper @JeffBezos And people didn't start dying in any numbers until April. So more people died in the 12 months of Covid in 2021 than died during the 9 months of Covid in 2020.  And even that's mostly because of the ass-hats who pushed the idea that the vaccine was more dangerous than Covid.
369,@TheycallmeNeeks Congratulations!! Own that man! It's not easy &amp; for anyone who disagrees- ask them how well they did teaching their kids during covid. We forget as we age what we HAD to learn! It's 🤬 hard! Good job! Much love &amp; resoect for not giving up!❤️
370,‘Failure of an American definition’: why Covid has an outsized impact on the US | US healthcare https://t.co/hLSHYxCl44
371,"Report from an employee at Rolls Royce Banded Stator Facility in INDIANAPOLIS, IN on Nov 30, 2020: ""Employees testing positive with COVID not being asked to quarantine. Workstations not being cleaned."""
372,Thanks tweeps for your good wishes. I’ve had 3 Covid vaccine shots and don’t have any pre existing conditions so I’m not worried about having any major issues. So far symptoms haven’t been too bad. I took 2 Tylenol. Took a nap.
373,Thinking that a show... based IN a hospital... set in CURRENT time... isn’t gonna make their latest season about COVID is delusional
374,"If I'm not tweeting much for this game it's because I'm trying to contact my boss to say my husband tested positive for COVID, eat dinner, and watch this game all at the same time.
#LETSGOPENS"
375,"@Ibrewlieve Based on falsely labeling an exhaustively documented global event, the pandemic, “not a big deal”. Yeah, you’re 100% a conspiracist; at least when it comes to Covid"
376,"Massive problem -- however flawed the ratings system is, it's the same from point A to point B here.

Covid didn't help in establishing a narrative and momentum (it's hard to do so with constant disruption), but these are pretty grim areas. https://t.co/vFWlnd5Yxg"
377,So I just recovered from Covid. I’m feeling a lot better than ever. People forget Covid is a thing. It’s still a thing.
378,"Considering the lovely weather, the ending of the mask mandate, and rising COVID rates, perhaps consider opening a few of the many, many windows, @MenloLibrary"
379,@backtolife_2022 I don't much care hat Bill Gates has to say.  Since when did he become a Doctor?  I've had as many covid shots as I want.....no more for me.
380,I didn’t think having Covid would affect me like this. Chris still is testing negative so I’ve been away from him and wearing a mask in common areas. And I’m struggling hard dude. Not having him to comfort me and not being able to talk to my mom fucking sucks.
381,@mo26100486 @NSWHealth covid vaccine injuries are starting to hit. that is what is swamping the health system.
382,@rudygobert27 Nobody cares covid man
383,"You can readily see the flawed logic here. Campgrounds r all booked early, they admit, so there’s no where to go. No recognition of covid camping imperative, of changed market. Build more! At up to  $170 a night, clearly there’s a supply problem! #bcpoli  https://t.co/XupU4Z5Zhe"
384,"@MartyNostrandMD @Sing1Out1Louise @thehill What are you talking about ... 

Covid went away like a miracle at Easter 2020, just like your Lord and Savior Trump said it would."
385,@MattWeaverRA The car has been there a while. BS Covid lockdowns prevented the Introduction by over a year. Time that all the established teams have had to test &amp; work on the car.
386,"@Rkvitz @ThedogJarfry @drscottjensen the incumbent killed THOUSANDS by bringing active diagnosed Covid cases into LTC facilities...Dr Jensen, at last count, didn't kill anyone...you choosing to ignore that speaks volumes about you"
387,@sinz54 @choo_ek I think a mask is a small ask as an immunocompromised individual. It's  not asking the entire country to accommodate you. Did you know ppl who have had covid are now immunocompromised either short term or maybe permannet? It's protecting EVERYONE.
388,@Norma_J_ I had a very significant Covid exposure 6 weeks after having it in March. I wondered this exact same thing and kept watching/testing. I never did get it. But I’ve heard others have. So it really could go either way. Thankful I must have still had some good antibodies.
389,@GOP Over a million Covid deaths thanks to the GOP and trump politicizing the virus. So no…you’re not standing up for life. You’re barely standing.
390,"@hoiying_22 No 4th June vigil though, because COVID"
391,"@TigerlillySusan @katiemoonshoes @zentrad25019803 @A_A_ronWOOPIG78 EUA isn't approval. The EAU  was extended but not approved. 
J&amp;J has been yanked for the most part. 
Bill Gates recently claimed covid is essentially a mild flu that doesn't affect the young. 
The narrative is crumbling, rats are jumping ship. You're being left behind darling."
392,"@Jdahl1289 He lives! How have you been, John? Sadly we aren't going. We got a good group back together for Alpine before covid but everyone has plans around that time this year. We all went to Red Rocks last fall and it was amazing"
393,"@annamv10 Try Artemisinin to detox covid vaccine side effects.
https://t.co/2bWVa5hvvM"
394,Infant Drowns in Three Inches of Bathwater as Mom Faints Following COVID Jab https://t.co/DBx05eUzCP via @realnewspunch
395,"@Bradgolf1216 @ShaneyWright do you know the science behind how probiotics help improve long covid?

i know it's a bit off topic* from the thread, but is it just basic 'makes the immune system stronger and able to heal'? or is it something specific about how covid works that it is working on?"
396,"2nd SOU-MG “Protectors of the Last Frontier""

Personnel of 2nd SOU MG BALABAC SBU led by PEMS Richard P Rodriguez PNCOIC under the supervision of PLTCOL RICARDO I DALMACIA, Commander, 2nd SOU-MG conducted COVID-19 Safety Health Protocol Inspection at Sitio Buligay,"
397,@calirunnerdoc I was one of those that got worse after my second Pfizer vax. I do worry about children that had a bad covid (SARS) infection getting possibly worse after vaccination. There needs to be different options for those with severe side effects.
398,"I woke up today with what felt like a cold, out of caution I took a rapid test and apparently I have covid. I don't usually put my business online, however I feel it's important to share so that others keep in mind this is very real. I mask use hand sanitizer. Anyone can get it"
399,@Joyrides4life @Earthcell @zerohedge Vocabulary matters. Covid vaccines do not prevent infection or transmission only severity.
400,"@Sabaye0 @leftymathprof @PickingPeaches1 Burn the village in order to save it. 

The Impact of the COVID-19 Pandemic and Policy Responses on Excess Mortality | NBER
https://t.co/81rT3XyZJ7"
401,@biggiegoblin @mattyglesias Why did deaths in the United States go up so much after COVID-19 began to spread across the country?
402,I just literally found out a coworker of mine has COVID meaning I was directly exposed. At least I wear my mask https://t.co/xNYvWX1hU7
403,@albertlandis3 Yes and Ibhad covid back in December. No jab
404,"@RonnyJacksonTX All his crap that makes me laugh. Like ""raking the floors of the Forrest"", his brilliant medical insight on covid, and all those amazing lies."
405,@KobieThatcher This is literally HILARIOUS 🤣🤣🤣 Have a look at both our past tweets and tell me ageing who is the covid maniac lmao girl you never shut up with it...and all BS!! Your head is up your ass if you can't see that its causing issues lol and clearly don't have children.
406,"The Covid Capitulation, by @EricTopol

The ""CDC propagates delusional thinking that community levels are very low...while the real and important data convey that transmission is very high throughout most of the country.""

  https://t.co/nFuIGfzFIF"
407,"@Citizen_Kayy @jenniferatntd The people support 0-covid and quarantine requirements to minimize deaths, especially among the elderly which is highly respected in China's society. In the West, old people are a waste of space. In China, they are viewed as wiseman, heroes who contributed to China's rebuilding."
408,"MansionGlobal: After intense growth during the Covid-19 pandemic, San Francisco’s residential real estate market is starting to show signs of slipping.

https://t.co/bhFgX8hjsO"
409,The 'Great Reset' and COVID https://t.co/kPdm61hq1N via @YouTube
410,"@Icky_84 I have just about rid my cough from my covid bout about 6-7 weeks ago. It’s still here but not shaking my core when I do cough now. Alhumdullilah. 
Do take it easy"
411,"@1CeliaGreen The manipulation of our population to where we are now.  No preventatives, hospitals hurting, more and more long covid and with another, may be more destructive mutation on the way. Give the people the freedom they demand or sickness, death and failing economy?"
412,"@chrischirp So different strategies for dealing with Covid might be optimal for different countries, depending on prevailing country-specific factors?

Doesn't that mean excess deaths is still a good measure of success across countries, but that one can't easily generalise about strategies?"
413,@Allison86435394 @PeterHotez 42% of vaccinated people have absolutely NOT died from covid.
414,"And don't forget they will tell u some countries who are strict with the covid is RIDICULOUS,UNFREE and AUTOCRATIC💩
They are always saying something and doing different things"
415,"If COVID taught us anything it's that a majority of people want everyone else to change, while not wanting to change them self...

They want , Jim, joe, and jack to share a car aND drive less so they themselves can drive alone to the post office that's at walking distance."
416,@_tasialynn What covid got to do with her
417,"Please be safe for those around you who don't have healthy immune systems. #WearAMask 

COVID-19 transmission level increases in 23 counties https://t.co/ANrNyHNGXR"
418,@_REVENGESIMP_ i blame covid for ruining it
419,Hong Kong Is Tracing Covid In Sewage. Here’s Why https://t.co/hxwWYsznkO
420,"the lamest thing to be right now is sick and not have covid - like, what’s the point? no one is talking about bronchitis"
421,"1/2 Weren't you the head of the COVID response team Fauci? Didn't the TRUMP administration get vaccine's out to the public, when you said it couldn't be done? Aren't you the same guy that flip flopped on masks? Weren't you the one that said two weeks to suppress the virus?"
422,"feeling pretty down, missing the Juno awards due to possible covid in the house :("
423,@michellejoywils @VictorianCHO It’s simple boost your immune system= no virus it’s not that difficult I’m vaccine freee and COVID freeee 2 years Natural remedies is the best !
424,@AKMarkB This! And there are people who were healthy and now they can’t work because of long COVID.
425,#Hunt also hid the Covid warning report 2 Years before cv hit. And he’s a blumming Remainer❗️ https://t.co/fIMLLeZAae
426,"Mr Johnson said the deal was designed before the Covid pandemic and the war in Ukraine ""created a cost-of-living crisis on a scale not seen for half a century""."
427,"@Michael59503746 I hear what you’re saying regarding outdoor spaces but with so much at stake when congregating maskless, why risk it? You don’t know the masking habits of the person at the next table—or if there’s someone covid+ in their household. Then too my sister has had COVID several ones…"
428,Suddenly we believe the PCR tests are accurate in diagnosing Covid?
429,@alfred_jens @ogiegoldthorpe @MinorMidgetGTHL @Huddy77792744 @JustHockeyTakes @OverParr43 @TRicky4477 @MadJimboSpeaks @agent_r9 @dangerousjd @thelifeofalvo @WatchMyReview @DwayneNHL @JP8830763240 @and20_andy @ldl716 what would the cap be if no covid...no one would be talking about this...but you do you...lol
430,"White supremacy is a hellish, evil worldview that kills and destroys.
Racism has no place in Christianity.
COVID is a real, deadly virus that is still a serious threat.
Trump lost the 2020 election, and he looked stupid while doing it.
Black Lives Matter.

Just thinning the herd."
431,"@TechyYellow Every time I got the covid vaccine, for a bit my arm would get sore, and then the next day, I was OUT. Seriously, I'd feel super sick and exhausted the next day and be unable to really do anything besides lay around and watch movies."
432,"Which Wasabi Dick got COVID? I hope not Tricky-poo!!!!! Time to shower and pray!!! 

Tricky-pooooooo!!!!!!"
433,"@Jayecane $timwedwards92 my family could really really use the money, I have a single mom raising 3 kids and 2 of them have autism and she lost her job due to covid and hasn't worked since because she's taking care of me and my brother who have autism."
434,"@AugersMonster 14yo tested +ve last night. Last vax 7 months ago and no booster - so minimal protection - thanks to ATAGI. Wore P2 mask to school despite 95% students not. With so many maskless friends with covid + no close contacts wearing masks, I think it was impossible for him to dodge 😡"
435,@TheNCAirman @heather_jeane @NeilKing11 @thecoastguy No hemp dose not and is not a cure for covid
