,Tweets
1379,@Rabdelgh @CMBojanowskiMD @PCubedMD @ahalraiyes @AlaEddinSagar @OtisBRickman Another day in COVID Unit
1380,@Zippwhite @globaltimesnews Do you believe every msm article you read regarding covid because yhat's telling
1381,"@GS_VCactivist Connected Fitness. Most of these companies can't stand alone absent a Covid boom, but are very attractive branding / consumer lockin mechanisms for a bigger company."
1382,@BenJammin725 @IvyKungu Since having covid I’m between 1800-2000 a day. When I have an appetite I have 2200-2500 a day. On average I burn anywhere between 3000-4500 a day.
1383,Lots of people have used COVID lockdowns to learn new skills. After watching endless YouTube videos I taught myself enough carpentry to build a gypsy wagon. Now I have to figure what to do with it. https://t.co/XeJKlspHD8
1384,"@helenaguirrefer @GovRonDeSantis @RonDeSantisFL 70,000 Covid dead on his watch. Do you think their families don’t vote?"
1385,turns out that during covid i aged out of the audience for punk shows.
1386,Covid didn’t take out enough of the right people 🤷🏿‍♂️. go figure.
1387,"Hong Kong on Sunday announced that the COVID-19 virus continues to be detected in sewage samples from some areas in the city, indicating that there may be hidden cases in premises in these areas. https://t.co/0srhxjfOtc"
1388,@KristinaLerman @crotoncath @drjudymelinek It is simply empirically false to claim that being outdoors eliminates all threat of catching Covid.
1389,"@EthicalSkeptic A testable hypothesis. People who were treated correctly including for clotting should have a lower incidence of long covid. Side note. I'm suspecting BA.1/BA.2 produces less long covid by wide margin, due to lack of clotting."
1390,"I went from 'I will liekly catch covid at pax"" to ""I will probably die on the way there, at, or back from pax at the rate things are going."" cool place I live in"
1391,Stupid opinion but covid lockdown should have never stopped for me cuz my bank account is suffering and i am attending too many concerts now
1392,It’s beyond-bonkers that Australia now has had more Covid cases per capita than USA -BUT- @ 1/10 the death rate. If we’d handled #Covid19 as per USA we’d have had 70k deaths! And yet somehow @ScottMorrisonMP is ‘very bad man’ &amp; must be ejected from office? https://t.co/7rb5PjkYdb
1393,"@westaustralian Well given all the propaganda from the West and it’s editor, the Perth Mayor and the pressure to drop indoor mask mandates, who could be surprised if West Aussies are ill informed about COVID risks and aren’t taking appropriate measures to avoid infection"
1394,Sign Now: Investigate shortages of Baby Food &amp; COVID Tests | Progress America https://t.co/U1KW7OKANj
1395,"20220514: CP: Liberals, New Democrats promise to bolster investments in arts and culture [""Both parties say funds were whittled away before COVID-19 pandemic"" https://t.co/VUcliLkTNf"
1396,"#LIVE SA's Chief Public Health Officer Nicola Spurrier and Minister for Education, Blair Boyer with a COVID-19 update for the state. Watch LIVE here: https://t.co/yPwYMmpmk1"
1397,"""Judges ruled in two important court cases in Alberta and British Columbia that health officers ... are not above the law and must account for their roles in enacting COVID mandates and restrictions. The first ruling occurred last week when...""
https://t.co/dHBzw1OWnn"
1398,Daily Confirmed Covid Cases per 1K Population by County For FL   2022-05-13:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth https://t.co/pzwCXbtPuS
1399,@FGC_Qiom Big accomplishment you say. Well I beat covid lol
1400,@chaosterion i didnt tweet out about my obsession with post covid stan ONCE this day dude GIVE ME A BREAK
1401,"@BBdemanda Yeah. I totally thought I was going in to try to stop the start of a sinus infection. I wasn't thinking Covid at all which is kinda dumb on my part when I think about it, but I avoid people unless it's totally called for, I.E. work! 🙄 I hope your people are doing better! 🙏🏻"
1402,@PramilaJayapal Please isolate in place (CA) and avoid exposing others to @Covid by driving to WA.  It may be the rules or not but will protect others. Thank you.
1403,"@MJPhotographer @DrShaneRRR Do you mind if I ask how unwell you are? I presume you are on anti-viral medication. My SIL is similar to you and has Blood cancer.  Got covid, on Paxlovid. Symptoms like a bad cold."
1404,"@McCracken_19 @MisterMJGee @SpectatorOz By December 2020 covid was contained &amp; no longer spreading in the community in Australia. 29,000 infections &amp; 900 deaths. One in thirty. 
https://t.co/MwKg3tNWY8 https://t.co/OLwde2iM1a"
1405,Another covid truth! https://t.co/aWbuGR4PyS
1406,Help fight the spread of COVID-19 in the community. Download the app here: https://t.co/L8vYY1fBjg
1407,@KinglyPride // well you’re not alone. I to just tested positive for Covid as well. I’ll try to reply when I can but less likely might.
1408,"If you minimized burden of COVID disability &amp; death, seeded in high-profile appearances the roots of hesitation on vaccines, masks, and protective measures, &amp; basked in the glory of minimizer + gov attention all of 2020/2021,

You’re still a minimizer in 2022 despite backtracking"
1409,"Dems tend to be very poor at drawing bright lines to influential factors. They are all for “not over reacting” “or simplifying causes.” With Fox I’m over that. Fox helped kill thousands in this country with their COViD rhetoric, carried water for insurrection, now this. Enough!! https://t.co/XZsi064CUP"
1410,@HHS_ASGA Covid is the flu. Stop making more than what it is
1411,Due to covid restrictions they had to lower the capacity. That's why it looks a bit empty (besides we tend to be a bit unpunctual 💀) https://t.co/4k1WkX2FDR
1412,Episode 267 - The Real Global Covid Summit https://t.co/qiTOXSNDZx #Odysee via @OdyseeTeam
1413,"@Yieki1 Oh no, I can't do boats either (motion sickness 🤣) I did fly a couple of years ago and it wasn't the worst except all the sick people coughing their lungs up (pre covid-19) that was disgusting. Luckily I had my mask on 😊"
1414,"""Fauci-Funded Lab Director Alerted Wuhan Officials Ahead Of Potential COVID-19 Origins Investigation""
https://t.co/W6TcemxerG"
1415,@xrp_mxracing @Lord_Bush1776 Have you had covid?
1416,"This is weird- my kid’s school is bringing back masks! Very strange. It must have something to with all the kids and teachers who have caught covid, also the head of the school. I guess they think there’s a connection"
1417,When your sister accidentally drinks from your drink it’s bad enough and then you remember you have covid 🤡
1418,@jillastark Let’s also not forget that it was the state leaders that were on the frontline of COVID management &amp; took the brunt of criticism from the press &amp; public. The Federal government only stepped in when they thought they would claim the vaccine roll out as a win. This is propaganda.
1419,I couldn’t love this more. Stepped in last minute when drummer got Covid. https://t.co/pigqDpRjeg
1420,"@cjnavinjr @WontCaveDave Oh, no, an aneurysm is far more dangerous, a congenital defect in the vessel. A small clot likely caused this small stroke, it was managed by an injection to dissolve the clot and he’s good to go as long as there aren’t others. He’ll be on blood thinners now. He has a-fib. Covid?"
1421,"Okay Hollywood, @IMDb says that @chasbert passed away from COVID on May 1, 2022 ... um, I'm not seeing anything, not even ""on the spot"" Wikipedia ... what goes? https://t.co/36jK5RkzHQ"
1422,If @JoeBiden @POTUS impeachment happens he can be removed it’s now payback time for Afghanistan American people The Border COVID Public Safety and much more #fuckjoebiden
1423,@bquiist @CPoTweetsStuff Not silly just the truth. It’s shorten fucked up covid season. Derailed half the teams in league…even legit contenders.  Teams who got long rest last year succeeded.
1424,@Lanix77885720 @Lord_Bush1776 covid has over a 99.5 % survival rate - wtf are you talking about taking it seriously ? Go drink more Government / Bill Gates Koolaid
1425,"The silver lining of COVID in America was less mass shootings. Now they’re back, but the cowards in Washington will do nothing about the gun epidemic."
1426,"Don't let Covid-19 bring you down! Instead, read a book."
1427,"“An increase in PICU admissions following deliberate self-harm, coinciding with the COVID-19 lockdowns and social restrictions of 2020 and 2021. “ https://t.co/PdDfv65m8O"
1428,"@JayHill223 @GumbeauxMike @skipmav @ArtysHouse @Max42119241 @haywood_herbert @ghurabaa_786 @SaraWar94800325 @YakkStack @DOGEANATOR @NNation37 @Truth_in_Number @andrew7rd @2_patriot17 @areyouawakeyet1 @oXMrsWarriorXo @Guern20 @NicoleSirotek Where did you find the data that millions of people died of Covid? 

Or did you just make that up?"
1429,Covid-19 Case-Fatality Risk &amp; Infection-Fatality Risk – important measures to help guide the pandemic response - https://t.co/lT76NWVQqv https://t.co/51E1huMMHc
1430,"@envi_uuv @HampelNancy @sprocketlover @365Diversity @darakass A lot of deaths are being credited to covid that shouldn't. It's why there was a drastic decline in innate causes of death, such as cancer, heart disease, and afluenza (which nearly went away completely)."
1431,Covid vaccine drama on the backburner as Djokovic sizzles in 6th Italian Open title win | Sport https://t.co/pn0hezF5wl
1432,"@LogicalKnot @RachelGMiller97 @CassandraNoCov @TRyanGregory As to your #4...I think that should be obvious.  
But....high risk for covid according to the CDC.
Since 1/1/2020, 79,133 children 0-17 have died. 
1,045 from covid. 
1,045 out of the 998,698 total covid deaths. 

Equals not high risk. 
https://t.co/0mPcPcSrjz https://t.co/AFPak7Nzhg"
1433,@celliottability @MurphyGallagher Did u stop and visit the Families that lost love ones to COVID #CovidIsNotOver
1434,"Just tested positive for Covid

at least i get to watch the lottery and the next week of nba"
1435,"@DesignerErica27 @sev0666 @postalKen88 @CoupThomas @laurenboebert @GOP Oh, I know.  I have had so many people tell me that the Nazi's were socialists (or communists), that fascism is left-wing, that COVID doesn't exist and who knows what else.

Dumb people flock to the right.  Their is their target demo."
1436,@Bambii019572801 Bitch I got Covid
1437,"I went out yesterday for the first time since I came down with Covid.

Today, I have barely moved from the couch."
1438,@atomicbird “All attendees must provide proof of a negative COVID-19 test taken no more than three days before the event. Details will be provided closer to the event”
1439,"@AugersMonster I hope you are wrong. Fear you are not. I'm hoping as people test + repeatly, like whole families with  kids at school, and, sadly, more develop Long Covid, that illness &amp; disruption will see *some* common sense prevail.
And maybe we'll be lucky with better vaccines/antivirals."
1440,"@mbrockenbrough Yup, plus many others dealing with long-term/perm side effects &amp; disabilities as a result of covid, in part bc our local &amp; fed governments have decided to act as if it's over.

And as a high-risker who has to decide if a nec medical appt can be put off yet again...choir here lol."
1441,"Walgreens COVID-19 Vaccine Appointments Near You/Walgreens検索・予約（English） website was updated, visit the page! https://t.co/TqHHgBXRsK"
1442,"Can we just collectively agree to stop with the Covid health check forms? Like, if you’re sick you’re either going to do the decent thing and cancel or you’re wired to lie. The forms are nothing but a waste of time a lot of us don’t have."
1443,I finally caught Covid and I need someone to walk my dog
1444,"If the number of people in the world that have died from covid  and do not argue, then it is obvious we had a group of sequences released from Wuhan Lab that killed 15 million people. Hello. No one was lieing but Trump. I was not lieing. I was not the conspiracy. It was Trump https://t.co/MHpPMUXEdl"
1445,"Here is something i found...
Can COVID-19 be transmitted through breast milk?

Current evidence suggests that breast milk is not likely to spread the virus to babies. COVID-19 vaccination is recommended for people who are pregnant, breastfeeding, trying to get pregnant now https://t.co/TzGS3B9xdD"
1446,"COVID-19 Online勉強会#2（Japanese） website was updated, visit the page! https://t.co/x9Etn3VvUC"
1447,@bazjudson @helenleon4321 @chrischirp @IndependentSage @ReicherStephen As for manipulating the truth that’s proven when they say after Easter bank holiday 685 deaths but never state bank holiday and weekend had no reporting. Other examples aswell. The deaths with covid are still massively age related and we can’t expect the young to hold their life
1448,"COVID-19 Online勉強会#3（Japanese） website was updated, visit the page! https://t.co/Ma1YH9GePx"
1449,"@JamesHarkin @Schreiberland Just heard your recent fact about Foley and sports. In Australia when Rugby league was being played without crowds for Covid, Fox Sports were still digitally adding in fake disembodied crowd sounds, including cheers and roars when near the try line."
1450,"😱Wake Up Folks!

We’re Never Going Back to Our Pre-Covid World...
     This Is How It All Ends☹️

---&gt; https://t.co/1pD8BaYF7H 

#COVID19 #Covid #CovidVaccine #NewWorldOrder #GreatReset #Prepper #Prepping"
1451,"@ELHopkins @drlucymcbride They are restrictions, no matter how much you disguise it.

Also that covid causes organ damage in fucking 50% is a LIE"
1452,"@jannajones Thank you! My stepmom in law and father in law had Covid as well this past few weeks, so we’ll celebrate with my stepmom in law sometime this week!"
1453,Three days off was not easy with Covid 19 in your body .
1454,"We had intended to add the roof over the side patio when we first had the barn-shed built, but ... COVID. Lumber was hard to come by; prices are still far higher than 2020, but at least we can enjoy it this summer / fall. https://t.co/tTozGJigbz"
1455,Covid is over for podcast listeners; good news for podcast advertisers – https://t.co/ENDOVw5PDo | Veille FF CONSEILS https://t.co/pl1wtsasoJ  https://t.co/N9gTGVdjl4
1456,"My profile picture is actually my Covid-19 mask, if you didn’t know by now!!"
1457,All glory to the man above. Through injury and Covid. I made it to the podium. My high school Journey stops here but I pray for a chance at the next level. This summer will be full of hard work. Getting ready for the next level🖤🏅#NODAYSOFF https://t.co/AzSYvE8Vbx
1458,"@Rosenlaw Wish they didn't listen to lies. If they had refused All vaccines, then they deserve an exemption but this is purely political. 
Covid vaccines help along with ALL of the other required vaccines keep our military safe and ready. This is about following orders and troop readiness"
1459,@NTVNewsNL Welcome to living with COVID.
1460,@10NewsFirst @political_alert @vanOnselenP That was like a little love montage to the #LNP…. The super idea has been rubbished by them in the past. We all know he failed thru covid. The speeches flat &amp; lacking fire.
1461,"@pattyganzer @SenRonJohnson That about sums it up. Add in ""and actively stands against his own constituents on a majority of issues"" and ""has an unknown number of covid deaths directly on his hands"" and pretty much everything is covered"
1462,America has truly put Covid behind us. We're back to regular mass shootings. Nature is healing.
1463,"@Kizzaefc @KevinSixx13 The majority of the people in the us are to stupid and afraid to stand up to the government, look how easy it was to control the masses when it came to covid."
1464,"@Tee62253 My personal life no, but the surrounding shared culture in pockets, mostly in dem-communist corrupted cities where the denizens are trying to flee. I should know I fled Chicago just a half year prior to Covid for the very reason (cost of living, insane taxation, corruption, etc.)"
1465,"@brat2381 Stroke is a fairly common sequel to Covid infection; strokes are serious, but by no means always debilitating; being completely honest about cognitive function is CRUCIAL to maintain accountability to your constituents, whether you’re Fetterman or Feinstein. I mean jeez 🤦🏻‍♀️"
1466,"@Michael06915143 @RedBullRay2 @FoxNews @RepLisaMcClain Even if that were true, that's really on the states and Trump who told the states, often threatened the states, to open up amid COVID surges.  One of these people is trying to prevent COVID deaths and the other is actively trying to kill people."
1467,"@LogicalZephyr @buttman5000 @jazztheunicorn Kuba and Vietnam did a better job at covid vaxx distribution than mist first world countries, despite heavy sanctions..."
1468,"Previously, visitors had to show proof of vaccination, a negative COVID-19 test, and proof of accommodations within the country to come as well as fill out an entry form online.
https://t.co/OCS5bJKnWQ"
1469,@RepAdamSchiff  I support Chinese  XI in his lock down they are worried what should have happened already might happen that NEO COVID which is present in China could cross with OMICRON as you know they rarely explain them selves honestly .
1470,"That shows #COVID in America - for six or more months now of #vaccine free nationwide for all adults - is just a choice now.
Not even arguably a ""Pandemic!"" https://t.co/5G47zsw0tJ"
1471,"Trudeau went after unvaxxed. His supporters — who have a great fear of Covid &amp; a loathing of unvaxxed — cheered him on. That is gross &amp; nasty populism.

It is picking on a disliked minority during a time of heightened tension. It is exactly what a decent leader would never do."
1472,"I’m having mixed feelings about my current state of health. I’ve been dodging COVID since the beginning of it, and I can’t believe that I’ve officially tested positive for the first time ever."
1473,"@grahamwalker I did, but then it ended up being bronchitis. Still don’t want Covid, thanks."
1474,"@PierrePoilievre Sure but you now criticize, as your simple mind puts it, the “printing of 💰” for COVID relief measures as most western democracies did, and voted for those very same measures you now criticize. So, apparently you don’t oppose all things “everywhere”. You’re dazed and confused. https://t.co/UCLxCNekZF"
1475,"@Rebelleyus Hi Cathy, we have engaged with health authorities and mobile voting teams will not be able to visit all aged care facilities or any hospitals given the higher COVID-19 risk. People in these facilities are able to apply for a postal vote or visit a nearby in-person voting centre."
1476,"@badwolf70 @ExtremeNewsNow @Breaking911 2 C's to get us there. Covid and Climate. Australia is already introducing bill to pay existing owners certain percentage to buy equity of homes and giving cash to new owners as joint owner. Eventually to own all properties by government down the road. 👇
https://t.co/5SyyCouOMB"
1477,@Uncjwick @pontifed @DPH_78 @CNN @BillGates @elonmusk He’s busy working on his spiel for the new equine Covid flu. Whatever the heck that is.
1478,"@Agent_PewPewPew Nope, just took a blood and COVID test, as well as lungs x-ray. I'm taking medications since Thursday but they aren't really helping, that's why I went there today. But they messed up and there were so many old people and people with COVID that I decided to go home-"
1479,Really nice to see that Covid hasn't doused the country's mass shooting problem
1480,"My neighbors can’t handle their weed, both of them are coughing off this blunt like they have Covid."
1481,"@envi_uuv @HampelNancy @sprocketlover @365Diversity @darakass I get that they are attributing deaths to covid, and don't mistake my for a conspiracist who thinks it isn't killing people; I'm not. I just think the numbers are incredibly misrepresented. It's why I asked for death tallies compared in '20/21 compared to previous years."
1482,@SusanLa69642683 I have actually seen a modified version of this where the vaccine is a layer without holes. That’s how committed some people are to them having “ended” the pandemic and resolved all the covid problems.
1483,@Macd00dle I have a bad cold.. Not covid though.. But feels like death as a grip on me.. https://t.co/5YJWxXhuaz
1484,Lmao I’ve been applying to jobs and nobody will hire me 😂 which is crazy. “Overqualified” bitch I ain’t worked since Covid came how tf! 😂 I just wanted a job for like 3-6 months that’s crazy
1485,"But two days before coming home, I got a tiny blister in the only big toe I have left (missed it @ first), and in three days’ time, it’s in as bad of shape as my other toe was at first injury. I also tested positive for COVID upon return, which may be strengthening the infection. https://t.co/02YOBl6eIa"
1486,covid  why  do  u  hate  seasians https://t.co/wGgoTsVES5
1487,We cannot escape the threat of Covid-19 until we vaccinate the world - New Statesman https://t.co/1f8MzE5pV1
1488,@ATSCritCare @tchen383 Really interesting work from @tchen383 @AmiraMohamedMD @MichelleNgGong and others exploring occult hypoxemia in a racially diverse pop. No association found with race but OH was assoc w COVID+. More work needed on how this fits with other published lit! @MontefioreCCM #ATS2022
1489,"@mktaylor580 @KevinLeichtman I quit that July when we had a covid surge that set a national record and my state required all schools to open anyway. Unsurprisingly it got much worse after I left, but a lot of the struggles teachers shared resonated with me because things were already in a bad state here."
1490,Haven't gone to the office since COVID and idk how to dress. I think this will do?? https://t.co/9Du65gh7VG
1491,"@SportLurker @Jacket_Spangler @ByronYork @SportLurker 
You are 100% correct. Inflation is a monetary creation. With a 2 year delay. 2 YEARS!  Today's inflation is a result of COVID stimulus. The war in Europe is having just a small effect on food and fuel. Don't believe the bullshit."
1492,David Muir shares heartbreaking Covid story that leaves fans in tears #NewsBreak https://t.co/zk5sOoHljX
1493,"So true that I will repeat: it did not have to be this way! We did this, because we wanted a new disease to be over. We did not want a new normal; we wanted the old normal. But Covid did not care what we wanted. https://t.co/ip0EIxk0mr"
1494,Spread faster than that Covid! https://t.co/UkUc1LtMo5
1495,"@MaryEll61033300 @trump4_america @BigBluexlt @GoklipJames Regardless of people spitting baseless horrific prophecies of our impending doom.

They have absolutely no basis to make predictions on what’s going to happen 5 or 20 years from now, because they simply don’t know.

Who’s to say COVID-19 long term effects won’t be much worse? 🤷🏽‍♂️"
1496,Maher Slams CDC For Indoctrinating Young Folks With COVID Anxiety https://t.co/vF0GDSBYyk
1497,"Cardiac Arrest Emergency calls up 74% in 2022 (post-COVID) compared to 2019 (Pre-COVID)
2022, when other syndromic indicators for COVID are completely absent, sees a significant increase of 74%.

https://t.co/XRYIjlaqgz"
1498,"@AmandaLeftCoast The people who get mad at China for covid and then go attack one of the dozen or so other asian ethnicities blows my mind. Of course they shouldn’t be attacking ANYONE, but how clueless are you that you think every Asian person is Chinese? 🤷‍♂️"
1499,@youre_okay_ @dabbbberrrrrr @HarrisonKuzma @mgoVijay @BBsBigHouse1 U do know every team had to go through the COVID stuff right?
1500,Accounting? Bookkeeping? Equitable and fair distribution? Who managed? Saul Goodman specialized in Elder Law. Is there such a thing as specializing in Covid Law? What are the laws? Things have to add up in real life.
1501,"@BGGthoughts @mattparlmer New Hampshire has open carry with no license and also, not coincidentally, has a low murder rate and no mass shootings. You can 3D print guns, guns are going to get more prevalent not less. And with genocidal transphobes and the Chinese covid cops I consider that a good thing"
1502,"Coronavirus (COVID-19) Seven Hundred, Ninety-Ninth Update,
Sunday, May 15, 2022 https://t.co/wyhelfHJIq"
1503,@TaylorLorenz @carigervin @daveweigel @jackholmes0 @brianstelter Maybe you should find Covid's address. That'll fix it.
1504,"@pattonoswalt @FoxNews Also during Covid, they won't live in fear."
1505,He more than likely died of a vaccine induced adverse reaction - rather than Covid - read the pfizer documents they released - Blood clots are a reaction! https://t.co/aaA4V9gusO
1506,Covid crusader Dr Kerry Chant launches a war on vapes with huge fines for those who break her tough rules: 'Zero tolerance approach' https://t.co/YMZwgQcvYE https://t.co/5SZEjEovbP
1507,"Day 4 of COVID: I have not talked regularly since Thursday. I AM SO BORED WITHOUT BEING ABLE TO TALK OR GO ON THE COMPUTER FOR A LONG TIME.
SAVE ME."
1508,Obama and Fauci in Wuhan in 2015. Wondering if this is where Covid originated? https://t.co/i5odIG0eSK
1509,@MaddyStrong3 @ZachthePapist @BWCACatholic It is sad. Since COVID/the usual priest got sick pretty much all of the faithful families with kids have left and moved away. Very few parishioners returned.
1510,"@TrentCapelli Also, I believe the US counted many of the COVID deaths as due to other causes.
Canada did well, despite the Cons provincially."
1511,like we have to take a covid screening test every day and if you fail it you have to go home and get tested but if you fail a covid test they dont give you time off and like i just dont get this system man
1512,@MeatMechSuit It does feel like those with Long Covid become invisible.
1513,@Pat300000 @LakeMonsterCL @masich_m @daverich503 @lindawow253 @Tiger_Mom19 @JerseyJoe1234 @aingelgrl @Boabbysam @taxfreeok @DoraDallas6 @HFan420 @DPen142 @1_ML8m @William33676011 @starkrob21 @rrnicholas22 @emma6USA @MikeCompton @x4eileen @Bree1914 @battleforusa @PUREB007 @USMC_Vet @KikiTay89 @Derameth @Patriot1Annie @Chloe4Djt @DFBHarvard @treesforTrump @IANOsta @BB_Scats @DarnCat9 @Jexyka_3 @KRSLUSA @librawarrior6 @USAPat4DT @BkHGIFTS1 @gildea_leo @DharmaPatriot @trisagoras @BikerBunnyD @Scatz_ @wildangel1968 @1lucyhannah @WhiteHouse @khamenei_ir @KremlinRussia_E @POTUS @elonmusk what was Donald Trump when he used the drone and killed the Iranian what was China when he used the COVID to do biological warfare and not one of the people mentioned lifted a finger so which one killed
1514,@DSAanimecaucus so many of them!!! like in the last week. i haven’t been around anyone so i’m good but like. at least 6 people i know have covid rn
1515,i  tested  positive  for  covid  im  kms
1516,"@TShampling @Feelsdesperate @JacobAShell For me, I knew the Obama era technocratic demeanor was dead and gone after the Provincetown event in summer 2021. CDC leadership just couldn't deal with the setback of the COVID vaccines not being sterilizing."
1517,@marionleary I have worked as an in hospital case manger for long before COVID. As an acute rehab nurse I began to have difficulty with the heavy lifting and moving patients. Case Management gave me the best of both worlds pt contact and less physicalness
1518,"@trailraider @thevivafrei @lisa_iannattone Absolutely not true.FACT: The vast majority of people have died from COVID 19, since the beginning of the pandemic were unvaccinated.ALSO FACT: We need an updated vaccine, due to Omicron variants, BUT, in the meantime vaccination is all we have along w/Paxlovid &amp; mABs, &amp; masks."
1519,Covid numbers are definitely going back up. Y’all be safe.
1520,"@Naz42610 @CP24 Impossible to tell.

No stats from NK are reliable.

No way to tell if everyone even has a mask, let alone wears it always.

If you believe NK only just got COVID for the first time now, you live under a rock.

Remote islands around the world have had COVID already."
1521,@Breaking911 If trump gets re-elected covid will return!
1522,Daily Confirmed Covid Cases per 1K Population by County For FL   2022-05-13:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth https://t.co/KO9rseavhA
1523,Not fun that I'm triple vaxxed and masked up everywhere but there's still a pervading sense that I'm doomed along with everyone to keep catching Covid until it kills me and the only consolation is I'm robust enough that it might take slightly longer.
1524,Covid szn exposed all the future millionaires 🤞🏽💯
1525,"@tedbrassfield @DavidBCollum @JordanSchachtel If you haven’t caught COVID them you haven’t livvvved mannn. Get it while it’s good and easy, never know what the next variant will be like!"
1526,"@JayHill223 @Max42119241 @skipmav @GumbeauxMike @ArtysHouse @haywood_herbert @ghurabaa_786 @SaraWar94800325 @YakkStack @DOGEANATOR @NNation37 @Truth_in_Number @andrew7rd @2_patriot17 @areyouawakeyet1 @oXMrsWarriorXo @Guern20 @NicoleSirotek Again the better question here: why are Covid “vaccinated” people in the hospital for Covid? 

What’s going on?"
1527,"@mango_twister @SunBeltPolitics Trump was not popular but he was doing fine enough to at least keep his 2016 states. Michigan and Nevada were close in 2020 - and that was with covid. Even Democrats, before covid, thought Trump was rather unstoppable for reelection given their bench of potential nominees."
1528,day two of having covid and so far i have rewatched heartstopper twice and taught myself how to crochet
1529,"4/5: Hong Kong logs 259 Covid cases, while new cluster emerges in Kwun Tong https://t.co/GgGPTdpg1g"
1530,"@RichieJarvis4 I’m not a church-goer, sadly, but the attack on churches - especially in Covid - is sickening and must stop. We start at home. Our friends, family. Get involved more. BE the change (as the saying goes)."
1531,"@AlolaCody @kimpossiblefact Market Manipulation, punching down all the time (pedo), defying Covid protocols, not paying fair share of taxes while reaping huge subsidies."
1532,Over $160 BILLION in COVID Unemployment Benefits Likely Lost to Fraud https://t.co/R5hoehHkfV
1533,"@___mia713 @dragonphoenixal The way the censorship board has to approve the dates in China so they couldn’t move it too. I have no doubt if this movie had come out in November, it’s have gotten to mid 400s. Stupid COVID and  Putin."
1534,"I had 3 pbrs and now he's talking about how covid is a hoax, and that I just need to believe in jesus and..."
1535,"can on #rush #covid to #exit from the body? no. so my dirt pile remains, doing a little few things daily yard wise, gutter i will fix, tragic incompetence, and wait! #tarp #sightly"
1536,@Doranimated Just tell them it’s because of COVID and Putin 🤷‍♂️
1537,There is no ‘Long Covid’ https://t.co/CdHHvXgFgn
1538,"@simon_gordon_ @Jolly57La @Markle2k @IDirect_TheNews Why are you twattering about long Covid in your replies, as if that were what this discussion was about? Have people stopped dying from ordinary short Covid on your planet?"
1539,Florida made me immune to COVID...I haven't heard that word since. I got back here...
1540,@bangtandurag Some probably left because of Covid or because their job was temporary (like being an English teacher for a year). It seems like more people now are talking about how there is more discrimination in Korea towards foreigners or just POCs in general.
1541,@thehill Biden likes to forget that the economy was booming under Trump until Covid-19 hit. Then states and companies closed which caused an economic hit - the same states who now say Covid-19 is part of life moving forward. Our politicians must stop using Covid-19 and start being honest.
1542,I don't know who needs to hear this but a mask mandate and a mask recommendation are the same thing but if you only wore a mask cause you were afraid to get fined then you have brain worms and you deserve long COVID
1543,"Africa finally has enough Covid shots. Is it too little, too late? https://t.co/nAJXVpxouX"
1544,"@KerriJersey I did. With the new format, the response is faster. That Covid disinformant lost his account"
1545,Four strange COVID symptoms you might not have heard about – Jammu Kashmir Latest News | Tourism https://t.co/UwM89S9YsK
1546,@VicGovDH When will 15 year olds be eligible for 3rd Covid booster shot?
1547,‘A pretty big deal’: U.S. makes COVID-19 technologies available for use in developing countries | Science  https://t.co/lxIwnUl2oa
1548,@budman_mark I am sorry to hear that. Stay warm keep yourself hydrated. And eat. Were you tested for COVID-19? Limit the number of visitors and I would still use a a mask religiously.
1549,@shadowleaves @JDMayger I do agree keeping elderly unvaxxed is the perfect excuse so they can keep zero covid. But then what's the reason for keeping zero covid? For face? Social control?
1550,@Lol19559014 @here4penance @ViralNewsNYC You seem like a thoughtful person. I wish you congratulations and here’s hoping for a happy and healthy grandchild- and that they never experience any of this Covid madness.
1551,White people when Covid numbers go down: https://t.co/pPMwPi8VIV
1552,"Is this becoming a pandemic that the world will fight just like Covid-19?? 

My condolences 💐 to the families of the dead 🕊🕊 https://t.co/H3yzMNg4rQ"
1553,"WHAT WILL THEY TROT OUT NEXT

THE LATEST DEATH

TOM BRADY

THE QUEEN HAS COVID OR MOBILITY ISSUES

ANOTHER CRASH

THE STOCK MARKET

WAKE THE F UP PEOPLE"
1554,"See you in Hempstead on Saturday.

Slowly emerging from the #COVID haze (not all the way out of it yet), but ticket acquired for the NCAA Quarterfinals.

@RUmlax vs. Penn... &amp; Yale vs. Princeton... quite a doubleheader in Long Island.

Big #Rutgers contingent incoming.

Fun team! https://t.co/bKxEhOM8EO"
1555,@GovKathyHochul Don’t you have active Covid Governor Hochul??
1556,"@CNN @Acosta Didn’t Biden have more Covid deaths under his watch, with a vaccine available and all the rules they pushed?

Fauci should be sent to retirement.  His time is up.  Enough of the fear mongering and constant flip flopping that he struggles to guess correctly."
1557,https://t.co/1cRLPoOMMv Covid pushes UK government borrowing to peacetime record of £303bn https://t.co/tshIDSVStL
1558,@davidmweissman @OccupyDemocrats I noticed when Dominion sued and won against FAUX Tucker and others were no longer allowed to push the big lie or even mention illegal voting. A huge class action lawsuit by every family member effected by covid lies and the racist shootings is where it will hurt them most.
1559,@CentristMadness @mattyglesias Heart attack after a lifetime of Big Macs? And you had Covid… that’s a Covid death chief.
